FID,NO,ID_1,ID_2,ID3,DATE_BEGIN,DATA_EXPIR,NAME,ADDRESS,STATE,ZIP,LAT,LONG,CAFO_TYPE,CAFO_SUBTY,SIS_CODE,ANIMAL_CNT,E_ANIMAL_C,AU,E_AU,MANURE_AMT,E_MANURE_A,T_MANURE_A,NOTE,x,y
295,3514,AWC940021, , ,10-01-2014,09-30-2019,Tidewater Research Station,"207 Research Station Rd, Plymouth",NC,27962,35.8564,-76.6569,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, ,120, , ,0,15000,15000,125 lb per day-animal,-8533407,4280881
296,3516,AWC960220, , ,07-28-2017,09-30-2019,Hood Dairy,"295-A Falling Creek Church Rd, Goldsboro",NC,27530,35.3081,-78.1633,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, ,200, , ,0,25000,25000,125 lb per day-animal,-8701099,4205831
297,3517,AWC970003, , ,10-01-2014,09-30-2019,A. H. & W. Farms,"Unnamed Road, Boomer, NC 28606, USA",NC,0,36.0267,-81.3097,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, ,600, , ,0,75000,75000,125 lb per day-animal,-9051355,4304297
298,3518,AWC970004, , ,10-01-2014,09-30-2019,Myers Dairy Inc.,"3938 Bethel Rd, Jonesville",NC,28642,36.2281,-80.8789,Beef cattle,CATTLE (Beef calf);,SIS0211/SIS0212, ,60, , ,0,3000,3000,50 lb per day-animal,-9003398,4332054
299,3523,AWC970014, , ,10-01-2014,09-30-2019,Claude Shew Farm,"955 Dellaplane Rd, Scotts",NC,28699,36.1883,-81.04,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, ,125, , ,0,15625,15625,125 lb per day-animal,-9021332,4326563
300,3525,AWC970022, , ,10-01-2014,09-30-2019,Cranberry Farms,"490 Wilkes Yadkin Rd, Roaring River",NC,28669,36.1511,-80.9981,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, ,250, , ,0,31250,31250,125 lb per day-animal,-9016668,4321433
301,3526,AWC970022, , ,10-01-2014,09-30-2019,Cranberry Farms,"490 Wilkes Yadkin Rd, Roaring River",NC,28669,36.1511,-80.9981,Beef cattle,CATTLE (Beef calf);,SIS0211/SIS0212, ,200, , ,0,10000,10000,50 lb per day-animal,-9016668,4321433
302,3527,AWC970033, , ,10-05-2018,09-30-2019,Jay's Place,Roaring River,NC,28669,36.2014,-80.9897,Beef cattle,CATTLE (Beef calf);,SIS0211/SIS0212, ,250, , ,0,12500,12500,50 lb per day-animal,-9015733,4328370
303,3534,AWC990034, , ,05-31-2016,09-30-2019,"Riley livestock, Inc.","5146 Crater Rd, Hamptonville",NC,27020,36.099809,-80.837931,Beef cattle,CATTLE (Beef calf);,SIS0211/SIS0212, ,400, , ,0,20000,20000,50 lb per day-animal,-8998838,4314365
304,3549,AWI230013, , ,03-27-2013, ,Hamrick Bros Inc,"128 Webb Rd, Shelby",NC,28152,35.2864,-81.6428,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,0, ,0,125 lb per day-animal,-9088435,4202871
305,3564,AWI310885, , ,04-20-2018,03-31-2023,Duplin County Livestock Facility,"275 Fairgrounds Dr, Kenansville",NC,28349,34.9509,-77.9839,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, ,500, , ,0,62500,62500,125 lb per day-animal,-8681128,4157212
306,3565,AWI310885, , ,04-20-2018,03-31-2023,Duplin County Livestock Facility,"275 Fairgrounds Dr, Kenansville",NC,28349,34.9509,-77.9839,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, ,5000, , ,0,625000,625000,125 lb per day-animal,-8681128,4157212
307,3566,AWI310885, , ,04-20-2018,03-31-2023,Duplin County Livestock Facility,"275 Fairgrounds Dr, Kenansville",NC,28349,34.9509,-77.9839,Beef cattle,CATTLE (Beef calf);,SIS0211/SIS0212, ,5000, , ,0,250000,250000,50 lb per day-animal,-8681128,4157212
308,3575,AWI350060, , ,05-18-2018,04-30-2023,Charlie Morgan Road Farm,"Charlie Morgan Rd, Louisburg",NC,27549,36.08179,-78.16741,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,0, ,0,125 lb per day-animal,-8701557,4311882
309,3625,AWI760065, , ,03-17-2017,02-28-2022,Randolph Packing Company,"403 W Balfour Ave, Asheboro",NC,27203,35.7474,-79.8136,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, ,250, , ,0,31250,31250,125 lb per day-animal,-8884810,4265920
310,3644,AWI970032, , ,11-18-2016,11-30-2021,Pardue Farm & Sons,"1699 Bethel Rd, Ronda",NC,28670,36.213745,-80.908521,Beef cattle,CATTLE (Beef calf);,SIS0211/SIS0212, ,420, , ,0,21000,21000,50 lb per day-animal,-9006696,4330073
311,3858,AWS210010, , ,10-07-2016,09-30-2019,A.J. Smith & Sons Inc,"430 Greenhall Rd, Edenton",NC,27932,36.1225,-76.6325,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, ,60, , ,0,7500,7500,125 lb per day-animal,-8530691,4317491
312,4053,AWS310147, , ,12-04-2015,09-30-2019,Glenn Smith Farm,"481 Panther Creek Rd, Pink Hill",NC,28572,35.0464,-77.8083,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, ,14, , ,0,1750,1750,125 lb per day-animal,-8661581,4170189
313,5968,ND0000370 v1.0,ND0000370, ,1999, ,JCO FARMS,PO BOX 293 ALLENDALE,SC,29810,32.97887278,-81.28755604,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212,1200, , , ,0,150000,150000,125 lb per day-animal,-9048890,3892501
314,5969,ND0016772 11484-AG v2.0,ND0016772, ,2011, ,BELUE BEEF FACILITY,3773 PARRIS BRIDGE RD SPARTANBURG,SC,29316,35.04961542,-81.95155395,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212,470, , , ,0,58750,58750,125 lb per day-animal,-9122806,4170627
315,5970,ND0089559 19957-AG v1.0,ND0089559, ,2017, ,DOBBINS CATTLE COMPANY,PO BOX 229 TOWNVILLE,SC,29689,34.54878751,-82.89004561,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212,1050, , , ,0,131250,131250,125 lb per day-animal,-9227278,4102732
