FID,NAME,ADDRESS,STATE,ZIP,LAT,LONG,CAFO_TYPE,CAFO_SUBTY,SIS_CODE,E_AU,MANURE_AMT,E_MANURE_A,T_MANURE_A,NOTE,Geo_note,x,y
132,G-2 PRODUCERS,4050 FM 297 DALHART,TX,79022,36.05,-102.333333,Dairy cattle,CATTLE (Dairy);,SIS0241, ,62579, ,62579, , ,-11392653,4307991
133,"AHLEM, MARK",4050 FM 297 DALHART,TX,79022,36.05,-102.333333,Dairy cattle,CATTLE (Dairy);,SIS0241, ,62579, ,62579, , ,-11392653,4307991
134,"FOUST, CHAD",3933 WOODARD AVE CLEBURNE,TX,76033,32.333055,-97.4625,Dairy cattle,CATTLE (Dairy);,SIS0241, ,1502, ,1502, , ,-10849477,3807110
135,SPRINGLAKE DAIRY LLC,1551 US HIGHWAY 385 AMHERST,TX,79312,34.098888,-102.32222,Dairy cattle,CATTLE (Dairy);,SIS0241, ,10775, ,10775, , ,-11390458,4042089
136,BUGTUSSLE CATTLE LLC,3001 US HIGHWAY 385 DIMMITT,TX,79027,34.320278,-102.303889,Dairy cattle,CATTLE (Dairy);,SIS0241, ,13359, ,13359, , ,-11388326,4071515
137,CIRCLE T DAIRY LLC,5555 US HIGHWAY 385 HEREFORD,TX,79045,35.095752,-102.404053,Dairy cattle,CATTLE (Dairy);,SIS0241, ,15330, ,15330, , ,-11399568,4176902
138,MORNING STAR DAIRY LLC,801 FM 694 DALHART,TX,79022,36.032777,-102.66972,Dairy cattle,CATTLE (Dairy);,SIS0241, ,69759, ,69759, , ,-11429142,4305133
139,GERALD AND MARY OSTERKAMP FAMILY TRUST,770 COUNTY ROAD 1038 MULESHOE,TX,79347,34.256388,-102.89805,Dairy cattle,CATTLE (Dairy);,SIS0241, ,16053, ,16053, , ,-11454560,4063282
140,STONEGATE FARMS FAMILY LIMITED PARTNERSHIP,770 COUNTY ROAD 1038 MULESHOE,TX,79347,34.256388,-102.89805,Dairy cattle,CATTLE (Dairy);,SIS0241, ,16053, ,16053, , ,-11454560,4063282
141,"HARVICK, KENNETH",151 COUNTY ROAD 210 COMANCHE,TX,76442,31.883166,-98.591166,Dairy cattle,CATTLE (Dairy);,SIS0241, ,9289, ,9289, , ,-10975119,3747985
142,CAPROCK DAIRY LLC,1935 FM 2479 AMHERST,TX,79312,34.046111,-102.365555,Dairy cattle,CATTLE (Dairy);,SIS0241, ,11957, ,11957, , ,-11395282,4034996
143,"VAN DER JAGT, ADRIAAN",3415 FM 1567 E COMO,TX,75431,33.030166,-95.502333,Dairy cattle,CATTLE (Dairy);,SIS0241, ,3318, ,3318, , ,-10631489,3899463
144,BEATTIE CATTLE LLC,408 COUNTY ROAD 116 COMANCHE,TX,76442,32.036388,-98.704444,Dairy cattle,CATTLE (Dairy);,SIS0241, ,8760, ,8760, , ,-10987729,3768089
145,"ADAMS, DALTON","1498 Co Rd 4744, Sulphur Springs, TX 75482, USA",TX,75482,33.228055,-95.74,Dairy cattle,CATTLE (Dairy);,SIS0241, ,407, ,407, , ,-10657729,3925615
146,"MARTINEZ, EVODIO","1498 Co Rd 4744, Sulphur Springs, TX 75482, USA",TX,75482,33.228055,-95.74,Dairy cattle,CATTLE (Dairy);,SIS0241, ,407, ,407, , ,-10657729,3925615
147,WILDCAT DAIRY LLC,600 COUNTY ROAD 252 GUSTINE,TX,76455,31.78611,-98.44111,Dairy cattle,CATTLE (Dairy);,SIS0241, ,30751, ,30751, , ,-10958415,3735268
148,HEMINK FARMS LTD,2101 FM 1172 FRIONA,TX,79035,34.593333,-102.60861,Dairy cattle,CATTLE (Dairy);,SIS0241, ,23258, ,23258, , ,-11422339,4108754
149,SPANDET DAIRY LLC,2101 FM 1172 FRIONA,TX,79035,34.593333,-102.60861,Dairy cattle,CATTLE (Dairy);,SIS0241, ,23258, ,23258, , ,-11422339,4108754
150,KNOLLE REAL ESTATE LTD,940 COUNTY ROAD 360 SANDIA,TX,78383,28.011666,-97.833333,Dairy cattle,CATTLE (Dairy);,SIS0241, ,712.7, ,712.7, , ,-10890627,3250171
151,"KNOLLE JR, JOSEPH THOMAS",940 COUNTY ROAD 360 SANDIA,TX,78383,28.011666,-97.833333,Dairy cattle,CATTLE (Dairy);,SIS0241, ,712.7, ,712.7, , ,-10890627,3250171
152,KNOLLE INVESTMENTS LTD,940 COUNTY ROAD 360 SANDIA,TX,78383,28.011666,-97.833333,Dairy cattle,CATTLE (Dairy);,SIS0241, ,712.7, ,712.7, , ,-10890627,3250171
153,"MOORE, TODD ANDREW",2795 W FM 2795 EMORY,TX,75440,32.906944,-95.791111,Dairy cattle,CATTLE (Dairy);,SIS0241, ,1047, ,1047, , ,-10663419,3882960
154,"BEUKEBOOM, FRANS",829 PRIVATE ROAD 1367 DUBLIN,TX,76446,32.045,-98.356666,Dairy cattle,CATTLE (Dairy);,SIS0241, ,1878, ,1878, , ,-10949015,3769220
155,"BUSBY, JERRY MACK","4350 Co Rd 2310, Sulphur Springs, TX 75482, USA",TX,75483,33.129444,-95.473611,Dairy cattle,CATTLE (Dairy);,SIS0241, ,2817, ,2817, , ,-10629596,3911849
156,"NYMAN, BRADFORD ELOF",5182 W ROAD R DUMAS,TX,79029,35.80256,-102.14573,Dairy cattle,CATTLE (Dairy);,SIS0241, ,13239, ,13239, , ,-11370812,4273489
157,G-2 PRODUCERS,5182 W ROAD R DUMAS,TX,79029,35.80256,-102.14573,Dairy cattle,CATTLE (Dairy);,SIS0241, ,13239, ,13239, , ,-11370812,4273489
158,"AHLEM, MARK",5182 W ROAD R DUMAS,TX,79029,35.80256,-102.14573,Dairy cattle,CATTLE (Dairy);,SIS0241, ,13239, ,13239, , ,-11370812,4273489
159,"HOSTETLER, PERRY",1160 COUNTY ROAD 3310 PICKTON,TX,75471,32.108,-95.368,Dairy cattle,CATTLE (Dairy);,SIS0241, ,3923, ,3923, , ,-10616286,3777858
160,ETTER DAIRY LLC,5537 FM 281 DUMAS,TX,79013,36.018888,-102.04972,Dairy cattle,CATTLE (Dairy);,SIS0241, ,20840, ,20840, , ,-11359599,4302383
161,DUMAS DAIRY LLC,10920 N HUNT RD DUMAS,TX,79029,35.869722,-102.07027,Dairy cattle,CATTLE (Dairy);,SIS0241, ,18396, ,18396, , ,-11362411,4282711
162,"STAUDE, JOSEPH OWEN III",2194 COUNTY ROAD 396 DUBLIN,TX,76446,32.2833,-98.4333,Dairy cattle,CATTLE (Dairy);,SIS0241, ,2625, ,2625, , ,-10959225,3800419
163,"VAN RUITEN, BART",2194 COUNTY ROAD 396 DUBLIN,TX,76446,32.2833,-98.4333,Dairy cattle,CATTLE (Dairy);,SIS0241, ,2625, ,2625, , ,-10959225,3800419
164,BLACK RIDGE DAIRY LLC,2676 COUNTY ROAD 23 FRIONA,TX,79035,34.6825,-102.63,Dairy cattle,CATTLE (Dairy);,SIS0241, ,16250, ,16250, , ,-11424720,4120818
165,VACACO LLC,2676 COUNTY ROAD 23 FRIONA,TX,79035,34.6825,-102.63,Dairy cattle,CATTLE (Dairy);,SIS0241, ,16250, ,16250, , ,-11424720,4120818
166,"CARTER, RICHARD",366 FM 1760 MULESHOE,TX,79347,34.244722,-102.98111,Dairy cattle,CATTLE (Dairy);,SIS0241, ,12155, ,12155, , ,-11463806,4061711
167,"CARTER, STACEY",366 FM 1760 MULESHOE,TX,79347,34.244722,-102.98111,Dairy cattle,CATTLE (Dairy);,SIS0241, ,12155, ,12155, , ,-11463806,4061711
168,NATURAL PRAIRIE DAIRY FARMS LLC,"Unnamed Road, Texas, USA",TX,79018,35.788333,-102.315,Dairy cattle,CATTLE (Dairy);,SIS0241, ,72358, ,72358, , ,-11390312,4270432
169,NATURAL PRAIRIE LAND COMPANY LLC,"Unnamed Road, Texas, USA",TX,79018,35.788333,-102.315,Dairy cattle,CATTLE (Dairy);,SIS0241, ,72358, ,72358, , ,-11391694,4271882
170,NATURAL PRAIRIE DAIRY FARMS LLC,"10505 FM3138, Hartley, TX 79044, USA",TX,79044,35.83,-102.26,Dairy cattle,CATTLE (Dairy);,SIS0241, ,14965, ,14965, , ,-11383532,4277256
171,NATURAL PRAIRIE LAND COMPANY LLC,"10505 FM3138, Hartley, TX 79044, USA",TX,79044,35.83,-102.26,Dairy cattle,CATTLE (Dairy);,SIS0241, ,14965, ,14965, , ,-11383532,4277256
172,KRAUSE DAIRY LLC,1411 COUNTY ROAD 2332 COMO,TX,75431,33.075,-95.441666,Dairy cattle,CATTLE (Dairy);,SIS0241, ,3752, ,3752, , ,-10625117,3904252
173,KRAUSE DAIRY LLC,1411 COUNTY ROAD 2332 COMO,TX,75431,33.075,-95.441666,Dairy cattle,CATTLE (Dairy);,SIS0241, ,3752, ,3752, , ,-10625117,3904252
174,LINDA BEUKEBOOM,1867 COUNTY ROAD 337 DUBLIN,TX,76446,32.049333,-98.361666,Dairy cattle,CATTLE (Dairy);,SIS0241, ,11554, ,11554, , ,-10949868,3769289
175,BLUE SKY FARMS LLC,2450 HIGHWAY 86 FRIONA,TX,79035,34.525,-102.611,Dairy cattle,CATTLE (Dairy);,SIS0241, ,24331, ,24331, , ,-11422605,4099517
176,WESTSIDE JERSEYS LLC,5491 FM 281 DUMAS,TX,79029,36.0275,-102.0899,Dairy cattle,CATTLE (Dairy);,SIS0241, ,70689, ,70689, , ,-11364597,4304407
177,TULS LAND TEXAS LLC,450 US HIGHWAY 84 FARWELL,TX,79325,34.361666,-102.973888,Dairy cattle,CATTLE (Dairy);,SIS0241, ,13688, ,13688, , ,-11461767,4076154
178,NORTH STAR DAIRY LLC,"3511 FM1057, Hereford, TX 79045, USA",TX,79045,34.794444,-102.51666,Dairy cattle,CATTLE (Dairy);,SIS0241, ,4719, ,4719, , ,-11412103,4135983
179,FRONTIER FEEDLOT DUBLIN LLC,3075 COUNTY ROAD 340 DUBLIN,TX,76446,32.073333,-98.374444,Dairy cattle,CATTLE (Dairy);,SIS0241, ,58649, ,58649, , ,-10950994,3772941
180,"CROUCH, SHANNA",2366 FM 2156 DUBLIN,TX,76446,32.118666,-98.368,Dairy cattle,CATTLE (Dairy);,SIS0241, ,8774, ,8774, , ,-10950277,3778898
181,BLUE SKY FARMS LLC,2520 COUNTY ROAD S FRIONA,TX,79035,34.482272,-102.605456,Dairy cattle,CATTLE (Dairy);,SIS0241, ,18571, ,18571, , ,-11421988,4093745
182,"VAN DER JAGT, ADRIAAN",1741 COUNTY ROAD 1109 SULPHUR SPRINGS,TX,75482,33.083166,-95.674166,Dairy cattle,CATTLE (Dairy);,SIS0241, ,318, ,318, , ,-10650395,3905849
183,BLUE SKY FARMS LLC,"2450 FM168, Hart, TX 79043, USA",TX,79043,34.401666,-102.10916,Dairy cattle,CATTLE (Dairy);,SIS0241, ,32084, ,32084, , ,-11366741,4082865
184,KUIPER COWS LLC,1261 COUNTY ROAD 188 STEPHENVILLE,TX,76401,32.229166,-98.071666,Dairy cattle,CATTLE (Dairy);,SIS0241, ,3377, ,3377, , ,-10917301,3793745
185,"LLOYD, DAVID MICHAEL",10232 W FM 4 GODLEY,TX,76044,32.403333,-97.563666,Dairy cattle,CATTLE (Dairy);,SIS0241, ,2625, ,2625, , ,-10860738,3816372
186,"KAISER, ROD ALLEN",10232 W FM 4 GODLEY,TX,76044,32.403333,-97.563666,Dairy cattle,CATTLE (Dairy);,SIS0241, ,2625, ,2625, , ,-10860738,3816372
187,FIVE-TWO FARMS LLC,8660 FM 47 WILLS POINT,TX,75169,32.760555,-95.993055,Dairy cattle,CATTLE (Dairy);,SIS0241, ,13195, ,13195, , ,-10685899,3863565
188,GINGG BROS DAIRY LLC,8660 FM 47 WILLS POINT,TX,75169,32.760555,-95.993055,Dairy cattle,CATTLE (Dairy);,SIS0241, ,13195, ,13195, , ,-10685899,3863565
189,HARTLEY FARMS LLC,"FM2577, Dalhart, TX 79022, USA",TX,79044,36.0018,-102.3414,Dairy cattle,CATTLE (Dairy);,SIS0241, ,222674, ,222674, , ,-11392594,4300870
190,"OUD, GERDA",551 COUNTY ROAD 2449 PICKTON,TX,75471,33.084166,-95.391666,Dairy cattle,CATTLE (Dairy);,SIS0241, ,1219, ,1219, , ,-10618870,3907832
191,3-H DAIRY LLC,1140 US HIGHWAY 84 MULESHOE,TX,79347,34.294444,-102.83916,Dairy cattle,CATTLE (Dairy);,SIS0241, ,22995, ,22995, , ,-11448004,4068408
192,3-H DAIRY LLC,1140 US HIGHWAY 84 MULESHOE,TX,79347,34.294444,-102.83916,Dairy cattle,CATTLE (Dairy);,SIS0241, ,22995, ,22995, , ,-11448004,4068408
193,"OUD, GERDA",359 COUNTY ROAD 2347 PICKTON,TX,75471,33.0835,-95.396333,Dairy cattle,CATTLE (Dairy);,SIS0241, ,1482, ,1482, , ,-10619472,3906393
194,"CARRELL, ROY KING",9908 COUNTY ROAD 913 GODLEY,TX,76044,32.483833,-97.5585,Dairy cattle,CATTLE (Dairy);,SIS0241, ,1878, ,1878, , ,-10860163,3826991
195,"GOODLOE, ROBERT LYNN",9908 COUNTY ROAD 913 GODLEY,TX,76044,32.483833,-97.5585,Dairy cattle,CATTLE (Dairy);,SIS0241, ,1878, ,1878, , ,-10860163,3826991
196,JONGSMA FAMILY TRUST,2700 COUNTY ROAD 6 HEREFORD,TX,79045,34.807777,-102.58,Dairy cattle,CATTLE (Dairy);,SIS0241, ,14279, ,14279, , ,-11419154,4137790
197,"JONGSMA, WILLIAM",2700 COUNTY ROAD 6 HEREFORD,TX,79045,34.807777,-102.58,Dairy cattle,CATTLE (Dairy);,SIS0241, ,14279, ,14279, , ,-11419154,4137790
198,"JONGSMA, SUSAN",2700 COUNTY ROAD 6 HEREFORD,TX,79045,34.807777,-102.58,Dairy cattle,CATTLE (Dairy);,SIS0241, ,14279, ,14279, , ,-11419154,4137790
199,GOLD STAR DAIRY LLC,2700 COUNTY ROAD 6 HEREFORD,TX,79045,34.807777,-102.58,Dairy cattle,CATTLE (Dairy);,SIS0241, ,14279, ,14279, , ,-11419154,4137790
200,NORTH STAR DAIRY LLC,295 US HIGHWAY 385 HEREFORD,TX,79045,34.732777,-102.33361,Dairy cattle,CATTLE (Dairy);,SIS0241, ,31646, ,31646, , ,-11391726,4127626
201,JONGSMA FAMILY TRUST,295 US HIGHWAY 385 HEREFORD,TX,79045,34.732777,-102.33361,Dairy cattle,CATTLE (Dairy);,SIS0241, ,31646, ,31646, , ,-11391726,4127626
202,"JONGSMA, WILLIAM",295 US HIGHWAY 385 HEREFORD,TX,79045,34.732777,-102.33361,Dairy cattle,CATTLE (Dairy);,SIS0241, ,31646, ,31646, , ,-11391726,4127626
203,"JONGSMA, SUSAN",295 US HIGHWAY 385 HEREFORD,TX,79045,34.732777,-102.33361,Dairy cattle,CATTLE (Dairy);,SIS0241, ,31646, ,31646, , ,-11391726,4127626
204,PALLA INC,9951 W COUNTRY CLUB RD CANYON,TX,79015,35.004166,-101.95972,Dairy cattle,CATTLE (Dairy);,SIS0241, ,3865, ,3865, , ,-11350105,4164448
205,EVERGREEN FARMS,2765 FM 303 MULESHOE,TX,79053,34.35561,-102.499881,Dairy cattle,CATTLE (Dairy);,SIS0241, ,28820, ,28820, , ,-11410236,4076653
206,SPYKSMA PROPERTIES LP,2765 FM 303 MULESHOE,TX,79053,34.35561,-102.499881,Dairy cattle,CATTLE (Dairy);,SIS0241, ,28820, ,28820, , ,-11410236,4076653
207,EASTSIDE DAIRY LLC,5501 FM 281 DUMAS,TX,79013,36.0276,-102.0833,Dairy cattle,CATTLE (Dairy);,SIS0241, ,137780, ,137780, , ,-11363862,4304421
208,CAL-STAR DAIRY,1153 COUNTY ROAD 525 BROWNFIELD,TX,79316,33.227777,-102.22583,Dairy cattle,CATTLE (Dairy);,SIS0241, ,13885, ,13885, , ,-11379728,3925577
209,"JENSEN, DALE",5820 US HIGHWAY 385 VEGA,TX,79092,35.125,-102.39166,Dairy cattle,CATTLE (Dairy);,SIS0241, ,3679, ,3679, , ,-11398996,4180736
210,"BEUKEBOOM, FRANS",925 COUNTY ROAD 330 DUBLIN,TX,76446,31.980277,-98.329722,Dairy cattle,CATTLE (Dairy);,SIS0241, ,8232, ,8232, , ,-10946015,3760723
211,COUNTRY FAMILY CORP,4520 FM 3096 KERENS,TX,75144,32.149,-96.118666,Dairy cattle,CATTLE (Dairy);,SIS0241, ,1106, ,1106, , ,-10703671,3780710
212,BLACK HOLE RANCH CORPORATION,4520 FM 3096 KERENS,TX,75144,32.149,-96.118666,Dairy cattle,CATTLE (Dairy);,SIS0241, ,1106, ,1106, , ,-10703671,3780710
213,ROYAL FLUSH DAIRY OF TEXAS LLC,10269 COUNTY ROAD B SPEARMAN,TX,79081,36.045555,-101.24361,Dairy cattle,CATTLE (Dairy);,SIS0241, ,8672, ,8672, , ,-11269821,4306335
214,FB LARIAT DAIRY LLC,1250 COUNTY ROAD DD MULESHOE,TX,79327,34.329722,-102.82444,Dairy cattle,CATTLE (Dairy);,SIS0241, ,35522, ,35522, , ,-11446365,4073163
215,OVERSTREET DAIRY A TEXAS LIMITED LIABILITY COMPANY,3364 FM 392 CHILLICOTHE,TX,79225,34.165277,-99.512777,Dairy cattle,CATTLE (Dairy);,SIS0241, ,0, ,10698, , ,-11077713,4051017
216,"TERPSTRA, WILLEM M",721 COUNTY ROAD 165 SIDNEY,TX,76474,31.943166,-98.760666,Dairy cattle,CATTLE (Dairy);,SIS0241, ,3808, ,3808, , ,-10994036,3755460
217,"BOER, MARTIN","13209 US-385, Dalhart, TX 79022, USA",TX,79022,36.212777,-102.51277,Dairy cattle,CATTLE (Dairy);,SIS0241, ,28269, ,28269, , ,-11412502,4332717
218,BOER 2008 FAMILY TRUST,"13209 US-385, Dalhart, TX 79022, USA",TX,79022,36.212777,-102.51277,Dairy cattle,CATTLE (Dairy);,SIS0241, ,28269, ,28269, , ,-11412502,4332717
219,"BOER, EMILY","13209 US-385, Dalhart, TX 79022, USA",TX,79022,36.212777,-102.51277,Dairy cattle,CATTLE (Dairy);,SIS0241, ,28269, ,28269, , ,-11412502,4332717
220,HILLSIDE DAIRY LLC,1133 COUNTY ROAD 492 STEPHENVILLE,TX,76401,32.214166,-98.105,Dairy cattle,CATTLE (Dairy);,SIS0241, ,4218, ,4218, , ,-10921635,3791488
221,LITTLE CREEK DAIRY,3550 COUNTY ROAD 15 HEREFORD,TX,79045,34.94888,-102.427222,Dairy cattle,CATTLE (Dairy);,SIS0241, ,21462, ,21462, , ,-11402147,4156937
222,OPTIMA DAIRY TEXAS LLC,2131 COUNTY ROAD 23 FRIONA,TX,79035,34.601666,-102.64027,Dairy cattle,CATTLE (Dairy);,SIS0241, ,9986, ,9986, , ,-11425864,4109881
223,NATURAL PRAIRIE DAIRY FARMS LLC,"4120 Co Rd K, Hartley, TX 79044, USA",TX,79044,35.8909,-102.3364,Dairy cattle,CATTLE (Dairy);,SIS0241, ,26280, ,26280, , ,-11392302,4285797
224,NATURAL PRAIRIE LAND COMPANY LLC,"4120 Co Rd K, Hartley, TX 79044, USA",TX,79044,35.8909,-102.3364,Dairy cattle,CATTLE (Dairy);,SIS0241, ,26280, ,26280, , ,-11392302,4285797
225,"JENNINGS, BRENT",4234 E FM 2795 ALBA,TX,75410,32.833596,-95.677936,Dairy cattle,CATTLE (Dairy);,SIS0241, ,2625, ,2625, , ,-10650820,3873238
226,"SHERMAN, ELSA",13390 US HIGHWAY 385 DALHART,TX,79022,36.235833,-102.5125,Dairy cattle,CATTLE (Dairy);,SIS0241, ,65700, ,65700, , ,-11411640,4333121
227,"AVILA, JENNIFER",13390 US HIGHWAY 385 DALHART,TX,79022,36.235833,-102.5125,Dairy cattle,CATTLE (Dairy);,SIS0241, ,65700, ,65700, , ,-11411640,4333121
228,"AVILA, RICHARD",13390 US HIGHWAY 385 DALHART,TX,79022,36.235833,-102.5125,Dairy cattle,CATTLE (Dairy);,SIS0241, ,65700, ,65700, , ,-11411640,4333121
229,"BOEHNING, BRIAN PAUL",690 COUNTY ROAD 45 EARTH,TX,79031,34.2229,-102.5971,Dairy cattle,CATTLE (Dairy);,SIS0241, ,15394, ,15394, , ,-11421058,4058772
230,GUESS DAIRY LLC,600 COUNTY ROAD 620 DIMMITT,TX,79027,34.47225,-102.44176,Dairy cattle,CATTLE (Dairy);,SIS0241, ,16754, ,16754, , ,-11403766,4092392
231,SOUTHSIDE DAIRY LLC,2036 COUNTY ROAD 518 HART,TX,79027,34.463888,-102.2375,Dairy cattle,CATTLE (Dairy);,SIS0241, ,51377, ,51377, , ,-11381027,4091263
232,SOUTHSIDE DAIRY LLC,1970 COUNTY ROAD 622 HART,TX,79043,34.43653,-102.20035,Dairy cattle,CATTLE (Dairy);,SIS0241, ,23721, ,23721, , ,-11376892,4087570
233,GOLDEN J JERSEYS LLC,11922 STONE RD DUMAS,TX,79029,36.016266,-101.956149,Dairy cattle,CATTLE (Dairy);,SIS0241, ,35719, ,35719, , ,-11349708,4302861
234,VYN LAND AND CATTLE,11922 STONE RD DUMAS,TX,79029,36.016266,-101.956149,Dairy cattle,CATTLE (Dairy);,SIS0241, ,35719, ,35719, , ,-11349708,4302861
235,CNOSSEN DAIRY LLC,5155 COUNTY ROAD EE HEREFORD,TX,79045,35.036656,-102.33988,Dairy cattle,CATTLE (Dairy);,SIS0241, ,52268, ,52268, , ,-11392424,4168864
236,CNOSSEN DAIRY LLC,"Unnamed Road, Hereford, TX 79045, USA",TX,79045,35.001666,-102.34027,Dairy cattle,CATTLE (Dairy);,SIS0241, ,54312, ,54312, , ,-11392468,4164108
237,NORTHSIDE FARMLAND HOLDINGS LLC,10640 FM 2357 HARTLEY,TX,79044,35.844722,-102.40583,Dairy cattle,CATTLE (Dairy);,SIS0241, ,10747, ,10747, , ,-11399766,4279277
238,JERSEY GOLD DAIRY LLC,10640 FM 2357 HARTLEY,TX,79044,35.844722,-102.40583,Dairy cattle,CATTLE (Dairy);,SIS0241, ,10747, ,10747, , ,-11399766,4279277
239,DEL RIO DAIRY LLLP,1380 HIGHWAY 214 FRIONA,TX,79035,34.492777,-102.72722,Dairy cattle,CATTLE (Dairy);,SIS0241, ,54659, ,54659, , ,-11435543,4095164
240,FRIONA FARMING ENTERPRISES LLC,1380 HIGHWAY 214 FRIONA,TX,79035,34.492777,-102.72722,Dairy cattle,CATTLE (Dairy);,SIS0241, ,54659, ,54659, , ,-11437024,4094447
241,TRACK DAIRY LLC,2301 CR 1090 MULESHOE,TX,79347,34.1797,-102.6549,Dairy cattle,CATTLE (Dairy);,SIS0241, ,14819, ,14819, , ,-11427492,4052958
242,"FINNEY, DENZEL",2301 CR 1090 MULESHOE,TX,79347,34.1797,-102.6549,Dairy cattle,CATTLE (Dairy);,SIS0241, ,14819, ,14819, , ,-11427492,4052958
243,"DEBOER, NICO JAAP",19008 FARM TO MARKET 3079 CHANDLER,TX,75758,32.2635,-95.537716,Dairy cattle,CATTLE (Dairy);,SIS0241, ,2613, ,2613, , ,-10635211,3797950
244,WILLEM OSINGA,1332 COUNTY ROAD 4596 WINNSBORO,TX,75494,32.8285,-95.182933,Dairy cattle,CATTLE (Dairy);,SIS0241, ,1874, ,1874, , ,-10596384,3871822
245,W & A DAIRY,1332 COUNTY ROAD 4596 WINNSBORO,TX,75494,32.8285,-95.182933,Dairy cattle,CATTLE (Dairy);,SIS0241, ,1874, ,1874, , ,-10596384,3871822
246,"DURK, DEBOER",5600 COUNTY ROAD 309 DUBLIN,TX,76446,32.005333,-98.300566,Dairy cattle,CATTLE (Dairy);,SIS0241, ,2625, ,2625, , ,-10942770,3764011
247,"SIEPERDA, OWEN",5600 COUNTY ROAD 309 DUBLIN,TX,76446,32.005333,-98.300566,Dairy cattle,CATTLE (Dairy);,SIS0241, ,2625, ,2625, , ,-10942770,3764011
248,"DEBOER, SHAWNA",5600 COUNTY ROAD 309 DUBLIN,TX,76446,32.005333,-98.300566,Dairy cattle,CATTLE (Dairy);,SIS0241, ,2625, ,2625, , ,-10942770,3764011
249,"WOLF, LLOYD JR",140 WINTER LN WINDTHORST,TX,76389,33.519333,-98.471666,Dairy cattle,CATTLE (Dairy);,SIS0241, ,2625, ,2625, , ,-10961817,3964442
250,LEGACY DAIRY FARMS LTD,1451 COUNTY ROAD 265 HALE CENTER,TX,79041,33.927222,-101.84472,Dairy cattle,CATTLE (Dairy);,SIS0241, ,16075, ,16075, , ,-11337303,4019035
251,DESCANSO DAIRY LLC,1451 COUNTY ROAD 265 HALE CENTER,TX,79041,33.927222,-101.84472,Dairy cattle,CATTLE (Dairy);,SIS0241, ,16075, ,16075, , ,-11337303,4019035
252,"VISSER, JESS",2461 FM 1842 SPRINGLAKE,TX,79064,34.266944,-102.19888,Dairy cattle,CATTLE (Dairy);,SIS0241, ,22110, ,22110, , ,-11376728,4064703
253,JESS AND GAIL VISSER FAMILY TRUST,2461 FM 1842 SPRINGLAKE,TX,79064,34.266944,-102.19888,Dairy cattle,CATTLE (Dairy);,SIS0241, ,22110, ,22110, , ,-11376728,4064703
254,"VISSER, GAIL",2461 FM 1842 SPRINGLAKE,TX,79064,34.266944,-102.19888,Dairy cattle,CATTLE (Dairy);,SIS0241, ,22110, ,22110, , ,-11376728,4064703
255,BOVINA DAIRY LLC,944 COUNTY ROAD 11 FARWELL,TX,79009,34.436666,-102.84722,Dairy cattle,CATTLE (Dairy);,SIS0241, ,18177, ,18177, , ,-11448901,4087588
256,NORTH MULESHOE DAIRY LLC,1029 COUNTY ROAD 1028 MULESHOE,TX,79347,34.270277,-102.65388,Dairy cattle,CATTLE (Dairy);,SIS0241, ,24528, ,24528, , ,-11427379,4065152
257,"VAN DER JAGT, ADRIAAN",1228 COUNTY ROAD 2321 SULPHUR SPRINGS,TX,75482,33.057222,-95.535555,Dairy cattle,CATTLE (Dairy);,SIS0241, ,1828, ,1828, , ,-10634970,3902902
258,"JACOBS, ANTOON",906 COUNTY ROAD 1800 YANTIS,TX,75482,32.938611,-95.565,Dairy cattle,CATTLE (Dairy);,SIS0241, ,5521, ,5521, , ,-10638248,3887159
259,SWEETWATER CREEK DAIRY LLC,14550 HWY 152 MOBEETIE,TX,79061,35.509257,-100.49918,Dairy cattle,CATTLE (Dairy);,SIS0241, ,14281, ,14281, , ,-11187519,4233305
260,SOUTHWESTERN FARMS & CATTLE CO INC,2901 FM 1476 DUBLIN,TX,76468,31.96026,-98.41323,Dairy cattle,CATTLE (Dairy);,SIS0241, ,3203, ,3203, , ,-10955312,3758096
261,NEW YORK LANE CATTLE CO LLC,2901 FM 1476 DUBLIN,TX,76468,31.96026,-98.41323,Dairy cattle,CATTLE (Dairy);,SIS0241, ,3203, ,3203, , ,-10955312,3758096
262,DUTCH ROAD DAIRY LLC,236 COUNTY ROAD 163 MULESHOE,TX,79347,34.279166,-102.75777,Dairy cattle,CATTLE (Dairy);,SIS0241, ,8267, ,8267, , ,-11438944,4066350
263,ORKNEY DAIRY LLC,294 PRIVATE ROAD 1349 DUBLIN,TX,76446,32.105555,-98.396666,Dairy cattle,CATTLE (Dairy);,SIS0241, ,3752, ,3752, , ,-10953468,3777175
264,HIGH NOON DAIRY LLC,5155 FM 1057 HEREFORD,TX,79045,34.986666,-102.44166,Dairy cattle,CATTLE (Dairy);,SIS0241, ,62933, ,62933, , ,-11403754,4162070
265,EPIC DAIRIES LLC,3576 COUNTY ROAD M HARTLEY,TX,79044,35.876111,-102.44611,Dairy cattle,CATTLE (Dairy);,SIS0241, ,1542, ,1542, , ,-11404250,4283589
266,EXUM FARMS LLC,4960 FM 281 DALHART,TX,79022,36.025277,-102.200277,Dairy cattle,CATTLE (Dairy);,SIS0241, ,34478, ,34478, , ,-11376884,4304101
