FID,NAME,ADDRESS,STATE,ZIP,LAT,LONG,CAFO_TYPE,CAFO_SUBTY,SIS_CODE,E_AU,MANURE_AMT,E_MANURE_A,T_MANURE_A,NOTE,Geo_note,x,y
575,"Heritage Farms of North Carolina, LLC","1184 Veach's Mill Rd, Warsaw",NC,28398,35.068112,-78.011137,Swine,SWINE (Immature);,SIS0213, ,0,14700,14700,4.2 lb per day-animal, ,-8684160,4173142
576,"Heritage Farms of North Carolina, LLC","1184 Veach's Mill Rd, Warsaw",NC,28398,35.068112,-78.011137,Swine,SWINE (Sow);,SIS0213, ,0,25000,25000,25 lb per day-animal, ,-8684160,4173142
577,"Heritage Farms of North Carolina, LLC","1184 Veach's Mill Rd, Warsaw",NC,28398,35.068112,-78.011137,Swine,SWINE (Sow);,SIS0213, ,0,9200,9200,25 lb per day-animal, ,-8684160,4173142
578,Hairr I Sow Farm,"1188 Veach's Mill Rd, Warsaw",NC,28398,35.0683,-78.0167,Swine,SWINE (Immature);,SIS0213, ,0,14700,14700,4.2 lb per day-animal, ,-8684780,4173168
579,Hairr I Sow Farm,"1188 Veach's Mill Rd, Warsaw",NC,28398,35.0683,-78.0167,Swine,SWINE (Sow);,SIS0213, ,0,25000,25000,25 lb per day-animal, ,-8684780,4173168
580,Hairr I Sow Farm,"1188 Veach's Mill Rd, Warsaw",NC,28398,35.0683,-78.0167,Swine,SWINE (Sow);,SIS0213, ,0,9200,9200,25 lb per day-animal, ,-8684780,4173168
581,Nahunga Sow Farm,"2257 W Wards Bridge Rd, Warsaw",NC,28398,35.0331,-77.9786,Swine,SWINE (Immature);,SIS0213, ,0,16153.2,16153.2,4.2 lb per day-animal, ,-8680538,4168381
582,Old Farm,"854 Old Chinquapin Rd, Beulaville, NC 28518, USA",NC,0,34.8842,-77.7622,Swine,SWINE (Sow);,SIS0213, ,0,46500,46500,25 lb per day-animal, ,-8656449,4148156
583,Thomas Wilson Farm,"225 Robert Hobbs Rd, Faison",NC,28341,35.0722,-78.1083,Swine,SWINE (Sow);,SIS0213, ,0,75000,75000,25 lb per day-animal, ,-8694976,4173698
584,Lanier's Nursery,"356 Bill Sutton Rd, Albertson",NC,28508,35.0861,-77.8006,Swine,SWINE (Sow);,SIS0213, ,0,147200,147200,25 lb per day-animal, ,-8660723,4175589
585,Ricky Kornegay,"N NC Hwy 111, Albertson",NC,28508,35.1389,-77.8347,Swine,SWINE (Sow);,SIS0213, ,0,73600,73600,25 lb per day-animal, ,-8664519,4182774
586,Houston Nursery,"1485 Lanefield Rd, Warsaw",NC,28398,34.9458,-78.0139,Swine,SWINE (Sow);,SIS0213, ,0,147200,147200,25 lb per day-animal, ,-8684468,4156519
587,Long Haul Farms Site #1 & 2,"256 Glacces Manning Ln, Warsaw",NC,28398,34.9667,-78.1075,Swine,SWINE (Sow);,SIS0213, ,0,147200,147200,25 lb per day-animal, ,-8694887,4159358
588,Sharon's Nursery #1&2,"Coy Smith Rd, Albertson",NC,28508,35.0989,-77.8147,Swine,SWINE (Sow);,SIS0213, ,0,147200,147200,25 lb per day-animal, ,-8662293,4177330
589,Paradise Farms,"959 Bethel Church Rd, Mount Olive",NC,28365,35.1436,-77.9575,Swine,SWINE (Sow);,SIS0213, ,0,147200,147200,25 lb per day-animal, ,-8678189,4183414
590,D & C Farms,"1219 Quinn Store Rd, Beulaville",NC,28518,34.8944,-77.7136,Swine,SWINE (Sow);,SIS0213, ,0,73600,73600,25 lb per day-animal, ,-8651039,4149541
591,Diamond J Farms,"688 Bethel Church Rd, Mount Olive",NC,28365,35.1275,-77.9569,Swine,SWINE (Sow);,SIS0213, ,0,147200,147200,25 lb per day-animal, ,-8678123,4181222
592,Mill Branch Farms,"728 Maysville Rd, Mount Olive",NC,28365,35.108246,-78.006086,Swine,SWINE (Sow);,SIS0213, ,0,147200,147200,25 lb per day-animal, ,-8683598,4178602
593,Albertson Farm,"4069 N NC 903 Hwy, Albertson",NC,28508,35.134527,-77.824593,Swine,SWINE (Sow);,SIS0213, ,0,160000,160000,25 lb per day-animal, ,-8663394,4182179
594,Pork KROP Inc Sites 1 & 2,"Hwy 117 S, Faison",NC,28341,35.0639,-78.125,Swine,SWINE (Sow);,SIS0213, ,0,160000,160000,25 lb per day-animal, ,-8696835,4172569
595,Bud Rivenbark Farm,"713 Pasture Branch Rd,",NC,0,34.843225,-77.886975,Swine,SWINE (Sow);,SIS0213, ,0,180000,180000,25 lb per day-animal, ,-8670339,4142597
596,"D & B Nursery, Site # 2 (1-4)","357 Atkinson Blizzard Ln, Beulaville",NC,28518,34.947151,-77.83011,Swine,SWINE (Sow);,SIS0213, ,0,68080,68080,25 lb per day-animal, ,-8664008,4156702
597,Bobby Britt Farm,"323 Coy Smith Rd, Albertson",NC,28508,35.1033,-77.8022,Swine,SWINE (Sow);,SIS0213, ,0,68080,68080,25 lb per day-animal, ,-8660902,4177929
598,"MAP Farm, LLC","621 E Wards Bridge Rd, Kenansville",NC,28349,35.0264,-77.915,Swine,SWINE (Sow);,SIS0213, ,0,73500,73500,25 lb per day-animal, ,-8673458,4167470
599,Hunter Farms,"805 Cypress Creek Rd, Wallace",NC,28466,34.7772,-77.7717,Swine,SWINE (Sow);,SIS0213, ,0,73500,73500,25 lb per day-animal, ,-8657506,4133646
600,Brock Family Farms 1-8,"1183 Beautancus Rd, Mount Olive",NC,28365,35.0972,-78.0275,Swine,SWINE (Sow);,SIS0213, ,0,145500,145500,25 lb per day-animal, ,-8685982,4177099
601,P-2333 Houses 17-20,"260 Dark Branch Rd, Kenansville",NC,28349,34.9967,-77.9036,Swine,SWINE (Sow);,SIS0213, ,0,73500,73500,25 lb per day-animal, ,-8672189,4163434
602,Jimmy Goodman Farm,"1359 Daniel Chestnut Rd, Mount Olive",NC,28365,35.0731,-77.9814,Swine,SWINE (Sow);,SIS0213, ,0,73500,73500,25 lb per day-animal, ,-8680850,4173821
603,Herman Davis Houston Farm,"400 N Williams Rd, Kenansville",NC,28349,34.9486,-77.8433,Swine,SWINE (Sow);,SIS0213, ,0,73500,73500,25 lb per day-animal, ,-8665477,4156899
604,Keith Pate Farm,"329 E Pate Pond Rd, Mount Olive",NC,28365,35.1092,-78.0506,Swine,SWINE (Sow);,SIS0213, ,0,73500,73500,25 lb per day-animal, ,-8688553,4178732
605,Melvin Bostic Farm,"1348 S NC 50 Hwy, Magnolia",NC,28453,34.9056,-77.9278,Swine,SWINE (Sow);,SIS0213, ,0,120000,120000,25 lb per day-animal, ,-8674883,4151061
606,Danny Brown Farm,"371 Pickett Bay Rd, Chinquapin",NC,28521,34.8283,-77.7936,Swine,SWINE (Sow);,SIS0213, ,0,144000,144000,25 lb per day-animal, ,-8659944,4140573
607,Marion Dean Brown Jr Farm,"371 Pickett Bay Rd, Chinquapin",NC,28521,34.8256,-77.7872,Swine,SWINE (Sow);,SIS0213, ,0,108000,108000,25 lb per day-animal, ,-8659232,4140207
608,Clayton Davis Farm,"150 Iron Mine Rd, Wallace",NC,28466,34.7492,-78.1392,Swine,SWINE (Sow);,SIS0213, ,0,72000,72000,25 lb per day-animal, ,-8698416,4129851
609,Next Generation 2,"363 William Edmunds Rd, Beulaville",NC,28518,34.9267,-77.685,Swine,SWINE (Sow);,SIS0213, ,0,72000,72000,25 lb per day-animal, ,-8647855,4153925
610,Elston Farms,"5421 S Hwy 50, Wallace",NC,28466,34.7544,-77.7767,Swine,SWINE (Sow);,SIS0213, ,0,72000,72000,25 lb per day-animal, ,-8658063,4130556
611,Ronald Ezzell Farm #1-8,"526 Carrolls Rd, Warsaw",NC,28398,34.9681,-78.1542,Swine,SWINE (Sow);,SIS0213, ,0,144000,144000,25 lb per day-animal, ,-8700086,4159548
612,White Flash Hog Farm,"133 Jeff Outlaw Rd, Mount Olive",NC,28365,35.1172,-77.9214,Swine,SWINE (Sow);,SIS0213, ,0,72000,72000,25 lb per day-animal, ,-8674171,4179821
613,A J Farms LLC Farm,"374 Fussell Rd, Rose Hill",NC,28458,34.79,-78.1,Swine,SWINE (Sow);,SIS0213, ,0,72000,72000,25 lb per day-animal, ,-8694052,4135380
614,King Farms K-7,"3053 S NC 11, Teachey",NC,28464,34.7917,-77.9414,Swine,SWINE (Sow);,SIS0213, ,0,72000,72000,25 lb per day-animal, ,-8676397,4135611
615,Patterson Farm,"3263 N NC 111 And 903, Albertson",NC,28508,35.0839,-77.8186,Swine,SWINE (Sow);,SIS0213, ,0,72000,72000,25 lb per day-animal, ,-8662727,4175290
616,The Pete Smith Farm,Pink Hill,NC,28572,35.055,-77.7883,Swine,SWINE (Sow);,SIS0213, ,0,72000,72000,25 lb per day-animal, ,-8659354,4171359
617,Harold Smith Farm,Pink Hill,NC,28572,35.0258,-77.8006,Swine,SWINE (Sow);,SIS0213, ,0,72000,72000,25 lb per day-animal, ,-8660723,4167389
618,Tripp Quinn Farm,"1175 N Williams Rd, Pink Hill",NC,28572,34.9936,-77.8403,Swine,SWINE (Sow);,SIS0213, ,0,72000,72000,25 lb per day-animal, ,-8665143,4163012
619,Bobby Brown Farm,"963 Browntown Rd, Magnolia",NC,28453,34.8894,-77.9225,Swine,SWINE (Sow);,SIS0213, ,0,72000,72000,25 lb per day-animal, ,-8674293,4148862
620,Uzzell Bros. Swine,"2328 Garner Chapel Rd, Mount Olive",NC,28365,35.1258,-77.8764,Swine,SWINE (Sow);,SIS0213, ,0,72000,72000,25 lb per day-animal, ,-8669161,4180991
621,King Farms K-8,"2654 Fountaintown Rd, Chinquapin",NC,28521,34.8147,-77.715,Swine,SWINE (Sow);,SIS0213, ,0,72000,72000,25 lb per day-animal, ,-8651194,4138729
622,Joey Carter Farms,"175 Joey Carter Ln, Beulaville",NC,28518,34.9164,-77.8144,Swine,SWINE (Sow);,SIS0213, ,0,118500,118500,25 lb per day-animal, ,-8662260,4152527
623,LD & Winfred Maready Farm,"3220 Lightwood Bridge Rd, Wallace",NC,28466,34.7311,-77.7328,Swine,SWINE (Sow);,SIS0213, ,0,144000,144000,25 lb per day-animal, ,-8653176,4127399
624,Next Generation 1,"296 Edwards Rd, Beulaville",NC,28518,34.9108,-77.7397,Swine,SWINE (Sow);,SIS0213, ,0,71500,71500,25 lb per day-animal, ,-8653944,4151767
625,Cornfed II,"565 Tapp Farm Rd, Pink Hill",NC,28572,35.0233,-77.79,Swine,SWINE (Sow);,SIS0213, ,0,64584,64584,25 lb per day-animal, ,-8659543,4167049
626,Cornfed I,"743 Tapp Farm Rd, Pink Hill",NC,28572,35.0278,-77.7797,Swine,SWINE (Sow);,SIS0213, ,0,64584,64584,25 lb per day-animal, ,-8658397,4167661
627,Richard Waller Farm,"2211 Garners Chapel Rd, Mount Olive",NC,28365,35.1381,-77.8825,Swine,SWINE (Sow);,SIS0213, ,0,161200,161200,25 lb per day-animal, ,-8669841,4182665
628,Charles Aycock #1,"Unnamed Road, Wallace, NC 28466, USA",NC,0,34.7583,-77.7333,Swine,SWINE (Sow);,SIS0213, ,0,60720,60720,25 lb per day-animal, ,-8653232,4131084
629,"M & A Farm, LLC","601 E Wards Bridge Rd, Kenansville",NC,28349,35.0303,-77.9153,Swine,SWINE (Sow);,SIS0213, ,0,66000,66000,25 lb per day-animal, ,-8673492,4168000
630,Louis Quinn Howard Farm,"340 Sarecta Rd, Kenansville",NC,28349,34.9886,-77.8789,Swine,SWINE (Sow);,SIS0213, ,0,144000,144000,25 lb per day-animal, ,-8669440,4162333
631,CJK Farms and K&M Farms,"194 Buncombe Ln, Mount Olive",NC,28365,35.1053,-78.0428,Swine,SWINE (Sow);,SIS0213, ,0,115000,115000,25 lb per day-animal, ,-8687685,4178201
632,Thomas Stroud Farm,"120 Paul Grady Ln, Albertson",NC,28508,35.099165,-77.791506,Swine,SWINE (Sow);,SIS0213, ,0,66000,66000,25 lb per day-animal, ,-8659711,4177366
633,NH Herring Farm,"751 Veaches Mill Rd, Warsaw",NC,28398,35.0494,-77.9878,Swine,SWINE (Sow);,SIS0213, ,0,60720,60720,25 lb per day-animal, ,-8681562,4170597
634,Cypress Creek Farm,"305 Back Swamp Rd, Richlands",NC,28574,34.7614,-77.6989,Swine,SWINE (Sow);,SIS0213, ,0,66000,66000,25 lb per day-animal, ,-8649402,4131504
635,Injun Run,"1416 N Williams Rd, Pink Hill",NC,28572,34.999999,-77.834099,Swine,SWINE (Sow);,SIS0213, ,0,60720,60720,25 lb per day-animal, ,-8664453,4163882
636,Papa Smurf Farm,"372 Gaylor Rd, Chinquapin",NC,28521,34.7914,-77.7847,Swine,SWINE (Sow);,SIS0213, ,0,132000,132000,25 lb per day-animal, ,-8658953,4135570
637,Jenni Farm 3,"416 High School Rd, Teachey",NC,28464,34.7803,-77.9886,Swine,SWINE (Sow);,SIS0213, ,0,60720,60720,25 lb per day-animal, ,-8681652,4134066
638,Blackmore Nursery #1 & Turkey Hill & Piglett's Playpen,"190 C Turkey Hill Ln, Warsaw",NC,28398,35.0339,-78.14,Swine,SWINE (Sow);,SIS0213, ,0,179400,179400,25 lb per day-animal, ,-8698505,4168490
639,Pig Life I,"John Stanley Bostic Rd, Rose Hill",NC,28458,34.857872,-77.915526,Swine,SWINE (Sow);,SIS0213, ,0,59800,59800,25 lb per day-animal, ,-8673517,4144584
640,Double D 1&2 and White Heifer 1&2,"407 Maready Rd, Chinquapin",NC,28521,34.8008,-77.7519,Swine,SWINE (Sow);,SIS0213, ,0,239200,239200,25 lb per day-animal, ,-8655302,4136844
641,Pig City,"902 Abner Phillips Rd, Warsaw",NC,28398,35.0139,-78.0294,Swine,SWINE (Sow);,SIS0213, ,0,59800,59800,25 lb per day-animal, ,-8686193,4165771
642,SJ & A Farm,"379 Kirby Quinn Rd, Kenansville",NC,28349,35.0333,-77.8861,Swine,SWINE (Sow);,SIS0213, ,0,59800,59800,25 lb per day-animal, ,-8670241,4168408
643,Paulette's Nursery,"382 Kirby Quinn Rd, Kenansville",NC,28349,35.0433,-77.9567,Swine,SWINE (Sow);,SIS0213, ,0,59800,59800,25 lb per day-animal, ,-8678100,4169768
644,Gerald's Nursery,"203 Gerald Knowles Ln, Warsaw",NC,28398,35.042344,-77.956433,Swine,SWINE (Sow);,SIS0213, ,0,59800,59800,25 lb per day-animal, ,-8678071,4169638
645,Pleasant Grove Nursery 1&2,"215 Scotts Stone Rd, Mount Olive",NC,28365,35.1056,-77.9022,Swine,SWINE (Sow);,SIS0213, ,0,119600,119600,25 lb per day-animal, ,-8672033,4178242
646,Millertown Farm,"2626 E NC 24 Hwy, Beulaville",NC,28518,34.9278,-77.8161,Swine,SWINE (Sow);,SIS0213, ,0,59800,59800,25 lb per day-animal, ,-8662449,4154075
647,Pigs-R-Us/Miller's Nursery,"764 Summer Rd, Pink Hill",NC,28572,34.9786,-77.7481,Swine,SWINE (Sow);,SIS0213, ,0,119600,119600,25 lb per day-animal, ,-8654879,4160974
648,Jamie Dail Nurseries,"1169 Durwood Rd, Chinquapin",NC,28521,34.85,-77.8228,Swine,SWINE (Sow);,SIS0213, ,0,119600,119600,25 lb per day-animal, ,-8663195,4143516
649,Blue Clay Nursery,"845 Durwood Evans Rd, Beulaville",NC,28518,34.859811,-77.817853,Swine,SWINE (Sow);,SIS0213, ,0,59800,59800,25 lb per day-animal, ,-8662644,4144847
650,J&T Nursery,"811 Durwood Evans Rd, Beulaville",NC,28518,34.8603,-77.8128,Swine,SWINE (Sow);,SIS0213, ,0,59800,59800,25 lb per day-animal, ,-8662082,4144914
651,H&J Nursery #1 - 3,"279 Johnson Church Rd, Warsaw",NC,28398,34.9689,-78.0367,Swine,SWINE (Sow);,SIS0213, ,0,179400,179400,25 lb per day-animal, ,-8687006,4159657
652,Runway 1 & Runway 2,"Sr 1380, Kenansville",NC,28349,35.0106,-77.9697,Swine,SWINE (Sow);,SIS0213, ,0,120520,120520,25 lb per day-animal, ,-8679548,4165323
653,"Rabon Nursery 1, 2 & 3","250 George Garner Rd, Warsaw",NC,28398,35.0236,-78.1183,Swine,SWINE (Sow);,SIS0213, ,0,179400,179400,25 lb per day-animal, ,-8696090,4167090
654,Dail Brothers - Pig Crib Nursery,"363 Claude Scott Rd, Warsaw",NC,28398,34.9708,-78.0292,Swine,SWINE (Sow);,SIS0213, ,0,59800,59800,25 lb per day-animal, ,-8686171,4159915
655,Hillsdale Farm I&II,"1676 Bowdens Rd, Warsaw",NC,28398,35.0314,-78.0158,Swine,SWINE (Sow);,SIS0213, ,0,119600,119600,25 lb per day-animal, ,-8684679,4168150
656,Legacy  Sow Farm,"161 Summerlin Ln, Warsaw",NC,28398,35.035624,-77.963323,Swine,SWINE (Immature);,SIS0213, ,0,5800.2,5800.2,4.2 lb per day-animal, ,-8678838,4168724
657,Legacy  Sow Farm,"161 Summerlin Ln, Warsaw",NC,28398,35.035624,-77.963323,Swine,SWINE (Sow);,SIS0213, ,0,3750,3750,25 lb per day-animal, ,-8678838,4168724
658,Sholar #3,"1440 Deep Bottom Rd, Wallace",NC,28466,34.7517,-77.7914,Swine,SWINE (Sow);,SIS0213, ,0,59800,59800,25 lb per day-animal, ,-8659699,4130190
659,B&O Farm,"1769 Wards Bridge Rd, Warsaw",NC,28398,35.0156,-77.9967,Swine,SWINE (Sow);,SIS0213, ,0,119600,119600,25 lb per day-animal, ,-8682553,4166002
660,Linwood Jenkins Farm,"866 Cypress Creek Rd, Wallace",NC,28466,34.7636,-77.7408,Swine,SWINE (Sow);,SIS0213, ,0,59800,59800,25 lb per day-animal, ,-8654067,4131802
661,Sandy Wooten Farms,"1679 Cypress Creek Rd, Wallace",NC,28466,34.741541,-77.698713,Swine,SWINE (Sow);,SIS0213, ,0,59800,59800,25 lb per day-animal, ,-8649381,4128814
662,Jerry Michael Walker Farm,"5776 S NC 50, Wilmington",NC,28406,34.730108,-77.772947,Swine,SWINE (Sow);,SIS0213, ,0,59800,59800,25 lb per day-animal, ,-8657645,4127265
663,Herbert Aycock Farm,"Unnamed Road, Wallace, NC 28466, USA",NC,0,34.7619,-77.731,Swine,SWINE (Sow);,SIS0213, ,0,59800,59800,25 lb per day-animal, ,-8652976,4131572
664,John Hardison Jr,"416 High School Rd, Teachey",NC,28464,34.782226,-77.983596,Swine,SWINE (Sow);,SIS0213, ,0,59800,59800,25 lb per day-animal, ,-8681094,4134327
665,Big H Farm,"260 Batchelor Bay Rd, Wallace",NC,28466,34.7389,-77.7444,Swine,SWINE (Sow);,SIS0213, ,0,60000,60000,25 lb per day-animal, ,-8654467,4128456
666,George Farrior #1&2,"457 Paul Ed Dale Rd, Kenansville",NC,28349,34.9433,-77.92,Swine,SWINE (Sow);,SIS0213, ,0,61200,61200,25 lb per day-animal, ,-8674015,4156179
667,Vaden Bond Farm 2,"270 Wash Out Ln, Wallace",NC,28466,34.739664,-77.781349,Swine,SWINE (Sow);,SIS0213, ,0,61200,61200,25 lb per day-animal, ,-8658580,4128559
668,R & K Jarman Farms 4-7,"440 Jackson Store Rd, Beulaville, NC 28518, USA",NC,0,34.8972,-77.8133,Swine,SWINE (Sow);,SIS0213, ,0,62000,62000,25 lb per day-animal, ,-8662137,4149921
669,Jonathon & Jerald Harper Farm,"584 Coy Smith Rd, Albertson",NC,28508,35.0986,-77.7833,Swine,SWINE (Sow);,SIS0213, ,0,98750,98750,25 lb per day-animal, ,-8658798,4177290
670,James E. King Farm,"1076 Stockinghead Rd, Rose Hill",NC,28458,34.8806,-77.9064,Swine,SWINE (Sow);,SIS0213, ,0,62000,62000,25 lb per day-animal, ,-8672501,4147668
671,Byard Kornegay Farm,"NC 403 W, Mount Olive",NC,28365,35.1439,-78.0472,Swine,SWINE (Sow);,SIS0213, ,0,153875,153875,25 lb per day-animal, ,-8688175,4183455
672,Lewis G. Smith Farm,"336 John L Grady Rd, Mount Olive",NC,28365,35.1264,-77.9328,Swine,SWINE (Sow);,SIS0213, ,0,62000,62000,25 lb per day-animal, ,-8675440,4181073
673,F & S Farm,"1877 Red Hill Rd, Albertson",NC,28508,35.1181,-77.8772,Swine,SWINE (Sow);,SIS0213, ,0,91800,91800,25 lb per day-animal, ,-8669251,4179943
674,Ward Baker Farm,"281 Hunting Club Rd, Pink Hill",NC,28572,34.9817,-77.7736,Swine,SWINE (Sow);,SIS0213, ,0,61200,61200,25 lb per day-animal, ,-8657718,4161395
675,W S Matthews Farms #2,"306 Charlie Frederick Rd, Warsaw",NC,28398,34.9667,-78.0908,Swine,SWINE (Sow);,SIS0213, ,0,122400,122400,25 lb per day-animal, ,-8693028,4159358
676,W S Matthews Farms #2,"306 Charlie Frederick Rd, Warsaw",NC,28398,34.9667,-78.0908,Swine,SWINE (Sow);,SIS0213, ,0,119600,119600,25 lb per day-animal, ,-8693028,4159358
677,Earnest Ray Carter Farm,"291 Penny Rd, Beulaville",NC,28518,34.9292,-77.7458,Swine,SWINE (Sow);,SIS0213, ,0,61200,61200,25 lb per day-animal, ,-8654623,4154265
678,Norman Farms 2,"1153 Pasture Branch Rd, Rose Hill",NC,28458,34.835,-77.8875,Swine,SWINE (Sow);,SIS0213, ,0,61200,61200,25 lb per day-animal, ,-8670397,4141482
679,Tony Cruse Farm,"481 Guy Sandewrson Rd, Albertson",NC,28508,35.11,-77.7789,Swine,SWINE (Sow);,SIS0213, ,0,91800,91800,25 lb per day-animal, ,-8658308,4178841
680,Brent & Evelyn Davis Farm,"3465 Hwy 11/903 N, Albertson",NC,28508,35.0969,-77.82,Swine,SWINE (Sow);,SIS0213, ,0,108700,108700,25 lb per day-animal, ,-8662883,4177058
681,D&D Farms,"281 Burn Coat Rd, Pink Hill",NC,28572,35.0656,-77.7753,Swine,SWINE (Sow);,SIS0213, ,0,91800,91800,25 lb per day-animal, ,-8657907,4172800
682,Parks Fields Farm,"345 Warren Rd, Faison",NC,28341,35.0583,-78.1378,Swine,SWINE (Sow);,SIS0213, ,0,91800,91800,25 lb per day-animal, ,-8698260,4171808
683,Brian Kennedy # 2,"357 Pink Hill Rd, Pink Hill",NC,28572,34.9858,-77.7153,Swine,SWINE (Sow);,SIS0213, ,0,61200,61200,25 lb per day-animal, ,-8651228,4161953
684,S&S Farm,"671 Maysville School Rd, Mount Olive",NC,28365,35.108403,-77.998395,Swine,SWINE (Sow);,SIS0213, ,0,91800,91800,25 lb per day-animal, ,-8682742,4178623
685,Morris Kennedy #2,"326 Sand Ridge Rd, Beulaville, NC 28518, USA",NC,0,34.976261,-77.784362,Swine,SWINE (Sow);,SIS0213, ,0,61200,61200,25 lb per day-animal, ,-8658916,4160657
686,L&D Farms,"646 N Williams Rd, Kenansville",NC,28349,34.9656,-77.8456,Swine,SWINE (Sow);,SIS0213, ,0,61200,61200,25 lb per day-animal, ,-8665733,4159208
687,Jared & Shayne Farm,"235 Quince Dail Rd, Chinquapin",NC,28521,34.84,-77.7575,Swine,SWINE (Sow);,SIS0213, ,0,61200,61200,25 lb per day-animal, ,-8655926,4142160
688,H&H Farms,"2476 Summerlin Crossroads Rd, Mount Olive",NC,28365,35.1158,-77.9789,Swine,SWINE (Sow);,SIS0213, ,0,61200,61200,25 lb per day-animal, ,-8680572,4179630
689,Little Brook Hog Farm,"431 James Rd, Wallace",NC,28466,34.7642,-77.7517,Swine,SWINE (Sow);,SIS0213, ,0,61200,61200,25 lb per day-animal, ,-8655280,4131884
690,New Ground Farm,"238 Kennedy Ln, Pink Hill",NC,28572,34.9786,-77.7808,Swine,SWINE (Sow);,SIS0213, ,0,61200,61200,25 lb per day-animal, ,-8658519,4160974
691,Mears Branch Farm,"8141 S NC 41, Wallace",NC,28466,34.7369,-78.125,Swine,SWINE (Sow);,SIS0213, ,0,61200,61200,25 lb per day-animal, ,-8696835,4128185
692,Iron Mine Farm,"8141 S NC 41 Hwy, Wallace",NC,28466,34.7389,-78.1214,Swine,SWINE (Sow);,SIS0213, ,0,91200,91200,25 lb per day-animal, ,-8696435,4128456
693,Twin Oaks Farm,"Sr 1101 1087 Cornwallis Rd, Teachey",NC,28464,34.7778,-78.0789,Swine,SWINE (Sow);,SIS0213, ,0,121200,121200,25 lb per day-animal, ,-8691704,4133727
694,Kornegay Brothers,"244 Will V Barwick Rd, Albertson",NC,28508,35.15443,-77.82186,Swine,SWINE (Sow);,SIS0213, ,0,61200,61200,25 lb per day-animal, ,-8663090,4184888
695,Paradise Hog Farm & Camp Branch,"398 Popeye Rd, Mount Olive",NC,28365,35.0869,-77.8628,Swine,SWINE (Sow);,SIS0213, ,0,122400,122400,25 lb per day-animal, ,-8667648,4175698
696,"Homestead Farms, Inc #2","1539 Old Camp Rd, Rose Hill",NC,28458,34.822327,-78.159799,Swine,SWINE (Sow);,SIS0213, ,0,61200,61200,25 lb per day-animal, ,-8700709,4139763
697,Hot Dog Farm #1,"Sr 1141, Rose Hill",NC,28458,34.860436,-77.939721,Swine,SWINE (Sow);,SIS0213, ,0,106200,106200,25 lb per day-animal, ,-8676210,4144932
698,G & D Farm,"316 Community Rd, Warsaw",NC,28398,35.0369,-78.0964,Swine,SWINE (Sow);,SIS0213, ,0,91800,91800,25 lb per day-animal, ,-8693652,4168898
699,Hwy 41 Farms 1&2,"7171 S NC Hwy 41, Wallace",NC,28466,34.7439,-78.0792,Swine,SWINE (Sow);,SIS0213, ,0,91200,91200,25 lb per day-animal, ,-8691737,4129133
700,Kornegay Acres Hog Farm,"240 Popeye Rd, Mount Olive",NC,28365,35.0867,-77.8697,Swine,SWINE (Sow);,SIS0213, ,0,61200,61200,25 lb per day-animal, ,-8668416,4175671
701,Virginia Farm,"332-B Carrtown Rd, Riegelwood",NC,28456,34.8389,-77.9186,Swine,SWINE (Sow);,SIS0213, ,0,61200,61200,25 lb per day-animal, ,-8673859,4142011
702,Hog Heaven,"555 John Stanley Bostic Rd, Rose Hill",NC,28458,34.8486,-77.9019,Swine,SWINE (Sow);,SIS0213, ,0,61200,61200,25 lb per day-animal, ,-8672000,4143326
703,Boyd Barfield Farm 1&2,"2386 Summerlin Crossroads Rd, Mount Olive",NC,28365,35.1119,-77.9747,Swine,SWINE (Sow);,SIS0213, ,0,61600,61600,25 lb per day-animal, ,-8680104,4179099
704,Evelyn Basden Farm,"4336 E NC Hwy 24, Beulaville",NC,28518,34.9075,-77.6858,Swine,SWINE (Sow);,SIS0213, ,0,91800,91800,25 lb per day-animal, ,-8647944,4151319
705,Bobby Bland Hog Farm,"767 Stocking Head Rd, Rose Hill",NC,28458,34.871459,-77.923136,Swine,SWINE (Immature);,SIS0213, ,0,10080,10080,4.2 lb per day-animal, ,-8674364,4146428
706,James P. Brown Farm,"1023 Stockinghead Rd, Rose Hill",NC,28458,34.8767,-77.9133,Swine,SWINE (Sow);,SIS0213, ,0,60000,60000,25 lb per day-animal, ,-8673269,4147139
707,King & Sons Farm,"278 Wells Brothers Rd, Rose Hill, NC 28458, USA",NC,0,34.8381,-77.9634,Swine,SWINE (Sow);,SIS0213, ,0,61200,61200,25 lb per day-animal, ,-8678846,4141902
708,2704 & 2706,"605 Carrolls Rd, Bowdens",NC,28398,34.9692,-78.1422,Swine,SWINE (Immature);,SIS0213, ,0,15120,15120,4.2 lb per day-animal, ,-8698750,4159697
709,Duplin 1 & 2,"1604 N NC 11  903 Hwy, Kenansville",NC,28349,35.0022,-77.8553,Swine,SWINE (Immature);,SIS0213, ,0,30240,30240,4.2 lb per day-animal, ,-8666813,4164181
710,King Pens,"368 Eneas Lanier Rd, Chinquapin",NC,28521,34.82,-77.73,Swine,SWINE;,SIS0213, ,0,29953,29953,11 lb per day-animal, ,-8652864,4139448
711,Herschel Jenkins Farm 2,"769 James Rd, Wallace",NC,28466,34.7497,-77.7317,Swine,SWINE (Sow);,SIS0213, ,0,58000,58000,25 lb per day-animal, ,-8653054,4129919
